Primary planet name,All planet names,Lists,Mass [Mjup],Mass [Mjup] errorminus,Mass [Mjup] errorplus,Mass [Mjup] lowerlimit,Mass [Mjup] upperlimit,Radius [Rjup],Radius [Rjup] errorminus,Radius [Rjup] errorplus,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,Orbital period [days],Orbital period [days] errorminus,Orbital period [days] errorplus,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,Eccentricity,Eccentricity errorminus,Eccentricity errorplus,Eccentricity lowerlimit,Eccentricity upperlimit,Equilibrium temperature [K],Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,Discovery method,Discovery year,Last updated [yy/mm/dd],source (xml)
Kepler-571 b,Kepler-571 b,Confirmed planets,,,,,,0.236,0.015,0.029,,,4.798599390,0.000005400,0.000005400,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-571.xml
Kepler-572 b,Kepler-572 b,Confirmed planets,,,,,,0.230,0.015,0.016,,,17.205234830,0.000022220,0.000022220,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-572.xml
Kepler-573 b,Kepler-573 b,Confirmed planets,,,,,,0.249,0.021,0.032,,,22.183296580,0.000045930,0.000045930,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-573.xml
Kepler-574 b,Kepler-574 b,Confirmed planets,,,,,,0.213,0.014,0.029,,,7.658804140,0.000013460,0.000013460,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-574.xml
Kepler-575 b,Kepler-575 b,Confirmed planets,,,,,,0.213,0.019,0.046,,,9.378919440,0.000023710,0.000023710,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-575.xml
Kepler-576 b,Kepler-576 b,Confirmed planets,,,,,,0.292,0.035,0.075,,,29.911367940,0.000099090,0.000099090,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-576.xml
Kepler-577 b,Kepler-577 b,Confirmed planets,,,,,,0.227,0.013,0.034,,,25.695782510,0.000063200,0.000063200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-577.xml
Kepler-578 b,Kepler-578 b,Confirmed planets,,,,,,0.178,0.020,0.016,,,1.616883700,0.000001230,0.000001230,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-578.xml
Kepler-579 b,Kepler-579 b,Confirmed planets,,,,,,0.178,0.016,0.031,,,9.668577230,0.000019200,0.000019200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-579.xml
Kepler-58 b,Kepler-58 b|KOI-1336 b|KOI-1336.01|KIC 4077526 b|KIC 4077526.01,Confirmed planets,,,,,,0.25699,0.03098,0.12211,,,10.218558,.000077,0.000077,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-58.xml
Kepler-58 c,Kepler-58 c|KOI-1336 c|KOI-1336.02|KIC 4077526 c|KIC 4077526.02,Confirmed planets,,,,,,0.24241,0.00273,0.18499,,,54.155743,.799833,4.799833,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-58.xml
Kepler-58 d,Kepler-58 d|KOI-1336 d|KOI-1336.03|KIC 4077526 d|KIC 4077526.03,Confirmed planets,,,,,,0.26792,0.03645,0.12758,,,40.101371,.000612,0.000612,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-58.xml
Kepler-580 b,Kepler-580 b,Confirmed planets,,,,,,0.229,0.012,0.026,,,8.222419660,0.000009790,0.000009790,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-580.xml
Kepler-581 b,Kepler-581 b,Confirmed planets,,,,,,0.235,0.026,0.050,,,40.606982100,0.000174400,0.000174400,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-581.xml
Kepler-582 b,Kepler-582 b,Confirmed planets,,,,,,0.328,0.030,0.049,,,18.492356680,0.000024870,0.000024870,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-582.xml
Kepler-583 b,Kepler-583 b,Confirmed planets,,,,,,0.203,0.013,0.026,,,6.510025300,0.000013810,0.000013810,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-583.xml
Kepler-584 b,Kepler-584 b,Confirmed planets,,,,,,0.376,0.050,0.142,,,35.181030400,0.000093920,0.000093920,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-584.xml
Kepler-585 b,Kepler-585 b,Confirmed planets,,,,,,0.252,0.024,0.049,,,2.752359750,0.000001420,0.000001420,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-585.xml
Kepler-586 b,Kepler-586 b,Confirmed planets,,,,,,0.249,0.018,0.032,,,2.104722180,0.000000920,0.000000920,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-586.xml
Kepler-587 b,Kepler-587 b,Confirmed planets,,,,,,0.199,0.015,0.057,,,10.940278410,0.000029490,0.000029490,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-587.xml
Kepler-588 b,Kepler-588 b,Confirmed planets,,,,,,0.235,0.020,0.045,,,4.221625360,0.000004750,0.000004750,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-588.xml
Kepler-589 b,Kepler-589 b,Confirmed planets,,,,,,0.203,0.011,0.016,,,16.549649340,0.000045710,0.000045710,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-589.xml
Kepler-59 b,Kepler-59 b|KOI-1529.02|KOI-1529 b|KIC 9821454 b,Confirmed planets,0.003828,,,,,0.100243,,,,,11.8681707,,,,,,,,,,,,,,,transit,2012,12/08/19,Kepler-59.xml
Kepler-59 c,Kepler-59 c|KOI-1529.01|KOI-1529 c|KIC 9821454 c,Confirmed planets,0.012848,,,,,0.180438,,,,,17.9801235,,,,,,,,,,,,,,,transit,2012,12/08/19,Kepler-59.xml
Kepler-590 b,Kepler-590 b,Confirmed planets,,,,,,0.359,0.045,0.097,,,5.852962570,0.000004740,0.000004740,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-590.xml
Kepler-591 b,Kepler-591 b,Confirmed planets,,,,,,0.302,0.022,0.049,,,81.169429900,0.000319900,0.000319900,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-591.xml
Kepler-592 b,Kepler-592 b,Confirmed planets,,,,,,0.213,0.022,0.052,,,2.820192410,0.000003790,0.000003790,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-592.xml
Kepler-593 b,Kepler-593 b,Confirmed planets,,,,,,0.256,0.026,0.062,,,21.217089730,0.000059270,0.000059270,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-593.xml
Kepler-594 b,Kepler-594 b,Confirmed planets,,,,,,0.194,0.013,0.020,,,13.646181920,0.000034890,0.000034890,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-594.xml
Kepler-595 b,Kepler-595 b,Confirmed planets,,,,,,0.340,0.015,0.025,,,25.302923320,0.000030030,0.000030030,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-595.xml
Kepler-596 b,Kepler-596 b,Confirmed planets,,,,,,0.309,0.042,0.145,,,21.300226550,0.000041930,0.000041930,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-596.xml
Kepler-597 b,Kepler-597 b,Confirmed planets,,,,,,0.211,0.012,0.029,,,13.023658610,0.000027280,0.000027280,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-597.xml
Kepler-598 b,Kepler-598 b,Confirmed planets,,,,,,0.134,0.008,0.011,,,3.701754280,0.000009710,0.000009710,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-598.xml
Kepler-599 b,Kepler-599 b,Confirmed planets,,,,,,0.253,0.029,0.013,,,15.655626520,0.000031610,0.000031610,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-599.xml
Kepler-6 b,Kepler-6 b|2MASS J19472094+4814238 b|KIC 10874614 b|KOI-17.01|KOI-17 b,Confirmed planets,0.67,0.04,0.04,,,1.30,0.03,0.02,,,3.234723,0.000017,0.000017,,,0.0,,,,,1374.1,,,,,transit,2010,15/12/03,Kepler-6.xml
Kepler-60 b,Kepler-60 b|KOI-2086.01|KOI-2086 b|KIC 6768394 b,Confirmed planets,0.0129,0.0022,0.0022,,,0.196,0.050,0.109,,,7.1320,0.0005,0.0005,,,0.0108,,,,,,,,,,transit,2012,15/11/16,Kepler-60.xml
Kepler-60 c,Kepler-60 c|KOI-2086.02|KOI-2086 c|KIC 6768394 c,Confirmed planets,0.0151,0.0031,0.0031,,,0.212,0.054,0.118,,,8.9177,0.0006,0.0006,,,0.0291,,,,,,,,,,transit,2012,15/11/16,Kepler-60.xml
Kepler-60 d,Kepler-60 d|KOI-2086.03|KOI-2086 d|KIC 6768394 d,Confirmed planets,0.0120,0.0035,0.0035,,,0.232382,,,,,11.903,0.001,0.001,,,0.0151,,,,,,,,,,transit,2012,15/11/16,Kepler-60.xml
Kepler-600 b,Kepler-600 b,Confirmed planets,,,,,,0.259,0.035,0.019,,,23.675176070,0.000056680,0.000056680,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-600.xml
Kepler-601 b,Kepler-601 b,Confirmed planets,,,,,,0.170,0.016,0.024,,,5.378868440,0.000007270,0.000007270,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-601.xml
Kepler-602 b,Kepler-602 b,Confirmed planets,,,,,,0.186,0.029,0.058,,,15.284694970,0.000069190,0.000069190,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-602.xml
Kepler-603 b,Kepler-603 b,Confirmed planets,,,,,,0.236,0.023,0.053,,,21.053585960,0.000089430,0.000089430,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-603.xml
Kepler-603 c,Kepler-603 c,Confirmed planets,,,,,,0.580,0.055,0.132,,,127.907577400,0.000499900,0.000499900,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-603.xml
Kepler-603 d,Kepler-603 d,Confirmed planets,,,,,,0.118,0.012,0.022,,,6.217129200,0.000042340,0.000042340,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-603.xml
Kepler-604 b,Kepler-604 b,Confirmed planets,,,,,,0.231,0.024,0.044,,,25.855017860,0.000094340,0.000094340,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-604.xml
Kepler-605 b,Kepler-605 b,Confirmed planets,,,,,,0.128,0.008,0.015,,,3.383538070,0.000005110,0.000005110,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-605.xml
Kepler-605 c,Kepler-605 c,Confirmed planets,,,,,,0.077,0.005,0.010,,,2.358951520,0.000008370,0.000008370,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-605.xml
Kepler-606 b,Kepler-606 b,Confirmed planets,,,,,,0.295,0.045,0.113,,,24.315759920,0.000079980,0.000079980,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-606.xml
Kepler-607 b,Kepler-607 b,Confirmed planets,,,,,,0.078,0.006,0.005,,,0.638163200,0.000001680,0.000001680,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-607.xml
Kepler-608 b,Kepler-608 b,Confirmed planets,,,,,,0.325,0.039,0.064,,,6.412515040,0.000005420,0.000005420,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-608.xml
Kepler-609 b,Kepler-609 b,Confirmed planets,,,,,,0.299,0.039,0.095,,,6.521210670,0.000008640,0.000008640,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-609.xml
Kepler-61 b,Kepler-61 b|KOI-1361.01|KOI-1361 b|KIC 6960913 b,Confirmed planets,,,,,,0.19593013,0.01184693,0.01184693,,,59.87756,0.00020,0.00020,,,,,,,0.25,273,13,13,,,transit,2013,13/04/26,Kepler-61.xml
Kepler-610 b,Kepler-610 b,Confirmed planets,,,,,,0.374,0.040,0.103,,,6.996926550,0.000005590,0.000005590,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-610.xml
Kepler-610 c,Kepler-610 c,Confirmed planets,,,,,,0.294,0.033,0.075,,,151.863920000,0.001118000,0.001118000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-610.xml
Kepler-611 b,Kepler-611 b,Confirmed planets,,,,,,0.147,0.013,0.045,,,2.437033300,0.000005030,0.000005030,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-611.xml
Kepler-612 b,Kepler-612 b,Confirmed planets,,,,,,0.253,0.024,0.059,,,3.722156410,0.000003760,0.000003760,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-612.xml
Kepler-613 b,Kepler-613 b,Confirmed planets,,,,,,0.204,0.015,0.036,,,15.779796140,0.000042580,0.000042580,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-613.xml
Kepler-614 b,Kepler-614 b,Confirmed planets,,,,,,0.213,0.015,0.018,,,14.034915140,0.000025970,0.000025970,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-614.xml
Kepler-615 b,Kepler-615 b,Confirmed planets,,,,,,0.155,0.009,0.008,,,10.355846570,0.000018540,0.000018540,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-615.xml
Kepler-616 b,Kepler-616 b,Confirmed planets,,,,,,0.217,0.018,0.029,,,9.997618510,0.000021380,0.000021380,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-616.xml
Kepler-616 c,Kepler-616 c,Confirmed planets,,,,,,0.304,0.027,0.051,,,90.411355600,0.000452200,0.000452200,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-616.xml
Kepler-617 b,Kepler-617 b,Confirmed planets,,,,,,0.118,0.006,0.006,,,1.682696150,0.000001110,0.000001110,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-617.xml
Kepler-618 b,Kepler-618 b,Confirmed planets,,,,,,0.232,0.037,0.070,,,3.595769640,0.000008820,0.000008820,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-618.xml
Kepler-619 b,Kepler-619 b,Confirmed planets,,,,,,0.282,0.028,0.058,,,5.404272200,0.000005550,0.000005550,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-619.xml
Kepler-619 c,Kepler-619 c,Confirmed planets,,,,,,0.151,0.015,0.035,,,1.208465030,0.000001670,0.000001670,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-619.xml
Kepler-62 b,Kepler-62 b|KIC 9002278 b|KOI-701.02|KOI-701 b,Confirmed planets,,,,,,0.1193806,,,,,5.714932,,,,,,,,,,750,,,,,transit,2013,13/04/18,Kepler-62.xml
Kepler-62 c,Kepler-62 c|KIC 9002278 c|KOI-701.05|KOI-701 c,Confirmed planets,,,,,,0.049210359,,,,,12.4417,,,,,,,,,,578,,,,,transit,2013,13/04/18,Kepler-62.xml
Kepler-62 d,Kepler-62 d|KIC 9002278 d|KOI-701.01|KOI-701 d,Confirmed planets,,,,,,0.1777040,,,,,18.16406,,,,,,,,,,510,,,,,transit,2013,13/04/18,Kepler-62.xml
Kepler-62 e,Kepler-62 e|KIC 9002278 e|KOI-701.03|KOI-701 e,Confirmed planets,,,,,,0.14671977,,,,,122.3874,,,,,,,,,,270,,,,,transit,2013,13/04/18,Kepler-62.xml
Kepler-62 f,Kepler-62 f|KIC 9002278 f|KOI-701.04|KOI-701 f,Confirmed planets,,,,,,0.12849371,,,,,267.291,,,,,,,,,,208,,,,,transit,2013,13/04/18,Kepler-62.xml
Kepler-620 b,Kepler-620 b,Confirmed planets,,,,,,0.296,0.062,0.109,,,12.913754310,0.000049510,0.000049510,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-620.xml
Kepler-621 b,Kepler-621 b,Confirmed planets,,,,,,0.205,0.017,0.006,,,2.628113750,0.000001770,0.000001770,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-621.xml
Kepler-622 b,Kepler-622 b,Confirmed planets,,,,,,0.190,0.014,0.025,,,14.282266760,0.000026630,0.000026630,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-622.xml
Kepler-623 b,Kepler-623 b,Confirmed planets,,,,,,0.269,0.019,0.030,,,9.070977340,0.000012830,0.000012830,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-623.xml
Kepler-624 b,Kepler-624 b,Confirmed planets,,,,,,0.206,0.021,0.029,,,14.586496070,0.000028760,0.000028760,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-624.xml
Kepler-625 b,Kepler-625 b,Confirmed planets,,,,,,0.178,0.004,0.005,,,7.751924920,0.000010630,0.000010630,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-625.xml
Kepler-625 c,Kepler-625 c,Confirmed planets,,,,,,0.094,0.003,0.004,,,4.165365100,0.000013040,0.000013040,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-625.xml
Kepler-626 b,Kepler-626 b,Confirmed planets,,,,,,0.204,0.018,0.025,,,14.485851990,0.000023630,0.000023630,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-626.xml
Kepler-627 b,Kepler-627 b,Confirmed planets,,,,,,0.333,0.073,0.143,,,40.699444300,0.000178300,0.000178300,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-627.xml
Kepler-628 b,Kepler-628 b,Confirmed planets,,,,,,0.749,0.126,0.145,,,15.458056700,0.000002950,0.000002950,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-628.xml
Kepler-629 b,Kepler-629 b,Confirmed planets,,,,,,0.123,0.004,0.005,,,7.238585400,0.000011800,0.000011800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-629.xml
Kepler-63 b,Kepler-63 b|KIC 11554435 b|KOI-63 b|KOI-63.01|KOI-63 b|KOI-63.01,Confirmed planets,,,,,0.377484,0.556806,0.018226,0.018226,,,9.4341505,0.0000010,0.0000010,,,,,,,0.45,,,,,,transit,2013,13/08/01,Kepler-63.xml
Kepler-630 b,Kepler-630 b,Confirmed planets,,,,,,0.284,0.030,0.030,,,161.474393700,0.000901100,0.000901100,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-630.xml
Kepler-631 b,Kepler-631 b,Confirmed planets,,,,,,0.259,0.021,0.029,,,17.979790590,0.000037700,0.000037700,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-631.xml
Kepler-632 b,Kepler-632 b,Confirmed planets,,,,,,0.197,0.007,0.029,,,30.996607330,0.000047560,0.000047560,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-632.xml
Kepler-633 b,Kepler-633 b,Confirmed planets,,,,,,0.145,0.019,0.028,,,8.503407180,0.000026800,0.000026800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-633.xml
Kepler-634 b,Kepler-634 b,Confirmed planets,,,,,,0.169,0.022,0.027,,,5.169501770,0.000010290,0.000010290,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-634.xml
Kepler-635 b,Kepler-635 b,Confirmed planets,,,,,,0.236,0.024,0.032,,,23.449710040,0.000076720,0.000076720,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-635.xml
Kepler-636 b,Kepler-636 b,Confirmed planets,,,,,,0.397,0.012,0.012,,,16.080661150,0.000005600,0.000005600,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-636.xml
Kepler-637 b,Kepler-637 b,Confirmed planets,,,,,,0.424,0.050,0.045,,,23.205846230,0.000053680,0.000053680,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-637.xml
Kepler-638 b,Kepler-638 b,Confirmed planets,,,,,,0.163,0.028,0.050,,,6.079728880,0.000015130,0.000015130,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-638.xml
Kepler-639 b,Kepler-639 b,Confirmed planets,,,,,,0.212,0.030,0.049,,,10.214204960,0.000021310,0.000021310,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-639.xml
Kepler-640 b,Kepler-640 b,Confirmed planets,,,,,,0.228,0.020,0.007,,,22.248139670,0.000035150,0.000035150,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-640.xml
Kepler-641 b,Kepler-641 b,Confirmed planets,,,,,,0.165,0.022,0.028,,,9.489615710,0.000023980,0.000023980,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-641.xml
Kepler-642 b,Kepler-642 b,Confirmed planets,,,,,,0.259,0.050,0.116,,,4.417458550,0.000006600,0.000006600,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-642.xml
Kepler-643 b,Kepler-643 b,Confirmed planets,,,,,,0.906,0.024,0.031,,,16.338896260,0.000018260,0.000018260,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-643.xml
Kepler-644 b,Kepler-644 b,Confirmed planets,,,,,,0.281,0.054,0.103,,,3.173917100,0.000004230,0.000004230,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-644.xml
Kepler-645 b,Kepler-645 b,Confirmed planets,,,,,,0.187,0.025,0.056,,,3.275822620,0.000004770,0.000004770,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-645.xml
Kepler-646 b,Kepler-646 b,Confirmed planets,,,,,,0.178,0.017,0.033,,,15.873645650,0.000043000,0.000043000,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-646.xml
Kepler-647 b,Kepler-647 b,Confirmed planets,,,,,,0.104,0.010,0.012,,,16.225464900,0.000155600,0.000155600,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-647.xml
Kepler-648 b,Kepler-648 b,Confirmed planets,,,,,,0.287,0.021,0.011,,,17.421174900,0.000020660,0.000020660,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-648.xml
Kepler-649 b,Kepler-649 b,Confirmed planets,,,,,,0.202,0.011,0.012,,,29.907226740,0.000053730,0.000053730,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-649.xml
Kepler-65 b,Kepler-65 b|KOI-85.02|KOI-85 b|KIC 5866724 b,Confirmed planets,,,,,,0.1257,0.0015,0.0015,,,2.1549156,0.0000025,0.0000025,,,0.02,0.02,0.17,,,,,,,,transit,2013,13/02/17,Kepler-65.xml
Kepler-65 c,Kepler-65 c|KOI-85.01|KOI-85 c|KIC 5866724 c,Confirmed planets,,,,,,0.2294,0.0029,0.0029,,,5.8599408,0.0000023,0.0000023,,,0.08,0.08,0.12,,,,,,,,transit,2013,13/02/17,Kepler-65.xml
Kepler-65 d,Kepler-65 d|KOI-85.03|KOI-85 d|KIC 5866724 d,Confirmed planets,,,,,,0.1344,0.0036,0.0036,,,8.131231,0.000021,0.000021,,,0.1,0.1,0.23,,,,,,,,transit,2013,13/02/17,Kepler-65.xml
Kepler-650 b,Kepler-650 b,Confirmed planets,,,,,,0.264,0.040,0.045,,,3.032145590,0.000003310,0.000003310,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-650.xml
Kepler-651 b,Kepler-651 b,Confirmed planets,,,,,,0.211,0.012,0.020,,,21.385215060,0.000038800,0.000038800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-651.xml
Kepler-652 b,Kepler-652 b,Confirmed planets,,,,,,0.222,0.004,0.005,,,4.182002530,0.000001720,0.000001720,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-652.xml
Kepler-653 b,Kepler-653 b,Confirmed planets,,,,,,0.174,0.023,0.026,,,14.707489760,0.000037590,0.000037590,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-653.xml
Kepler-653 c,Kepler-653 c,Confirmed planets,,,,,,0.070,0.011,0.012,,,0.900376480,0.000003630,0.000003630,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-653.xml
Kepler-654 b,Kepler-654 b,Confirmed planets,,,,,,0.185,0.023,0.033,,,13.724651290,0.000050060,0.000050060,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-654.xml
Kepler-655 b,Kepler-655 b,Confirmed planets,,,,,,0.242,0.024,0.037,,,46.406335800,0.000165100,0.000165100,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-655.xml
Kepler-656 b,Kepler-656 b,Confirmed planets,,,,,,0.278,0.030,0.019,,,1.260259090,0.000000660,0.000000660,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-656.xml
Kepler-657 b,Kepler-657 b,Confirmed planets,,,,,,0.314,0.029,0.062,,,24.543504180,0.000064350,0.000064350,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-657.xml
Kepler-658 b,Kepler-658 b,Confirmed planets,,,,,,0.145,0.005,0.005,,,1.287076760,0.000001190,0.000001190,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-658.xml
Kepler-659 b,Kepler-659 b,Confirmed planets,,,,,,0.223,0.021,0.029,,,17.671796000,0.000055580,0.000055580,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-659.xml
Kepler-66 b,Kepler-66 b|KOI-1958.01|KOI-1958 b|KIC 9836149 b,Confirmed planets|Planets in open clusters,,,,,,0.255165,0.014581,0.014581,,,17.815815,0.000075,0.000075,,,,,,,,,,,,,transit,2013,13/06/26,Kepler-66.xml
Kepler-660 b,Kepler-660 b,Confirmed planets,,,,,,0.229,0.015,0.010,,,9.273581940,0.000011780,0.000011780,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-660.xml
Kepler-661 b,Kepler-661 b,Confirmed planets,,,,,,0.274,0.019,0.011,,,6.029301320,0.000005360,0.000005360,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-661.xml
Kepler-662 b,Kepler-662 b,Confirmed planets,,,,,,0.194,0.011,0.010,,,21.676974860,0.000067110,0.000067110,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-662.xml
Kepler-663 b,Kepler-663 b,Confirmed planets,,,,,,0.232,0.014,0.018,,,4.996782840,0.000014480,0.000014480,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-663.xml
Kepler-664 b,Kepler-664 b,Confirmed planets,,,,,,0.237,0.022,0.061,,,2.525593320,0.000003670,0.000003670,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-664.xml
Kepler-665 b,Kepler-665 b,Confirmed planets,,,,,,0.232,0.013,0.013,,,16.013102050,0.000043080,0.000043080,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-665.xml
Kepler-666 b,Kepler-666 b,Confirmed planets,,,,,,0.214,0.025,0.052,,,4.498760920,0.000017690,0.000017690,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-666.xml
Kepler-667 b,Kepler-667 b,Confirmed planets,,,,,,0.422,0.025,0.035,,,41.439628080,0.000081830,0.000081830,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-667.xml
Kepler-668 b,Kepler-668 b,Confirmed planets,,,,,,0.241,0.016,0.021,,,8.353906390,0.000016950,0.000016950,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-668.xml
Kepler-669 b,Kepler-669 b,Confirmed planets,,,,,,0.431,0.049,0.114,,,4.125546870,0.000003100,0.000003100,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-669.xml
Kepler-67 b,Kepler-67 b|KOI-2115.01|KOI-2115 b|KIC 9532052 b,Confirmed planets|Planets in open clusters,,,,,,0.267923,0.014581,0.014581,,,15.72590,0.00011,0.00011,,,,,,,,,,,,,transit,2013,13/06/26,Kepler-67.xml
Kepler-670 b,Kepler-670 b,Confirmed planets,,,,,,1.176,0.108,0.262,,,2.816504850,0.000000150,0.000000150,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-670.xml
Kepler-671 b,Kepler-671 b,Confirmed planets,,,,,,0.240,0.018,0.044,,,4.280958590,0.000006480,0.000006480,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-671.xml
Kepler-672 b,Kepler-672 b,Confirmed planets,,,,,,0.223,0.016,0.029,,,38.377462300,0.000155500,0.000155500,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-672.xml
Kepler-673 b,Kepler-673 b,Confirmed planets,,,,,,0.583,0.043,0.047,,,3.728731090,0.000000930,0.000000930,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-673.xml
Kepler-674 b,Kepler-674 b,Confirmed planets,,,,,,0.151,0.006,0.009,,,2.243381850,0.000002720,0.000002720,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-674.xml
