Primary system name,All system names,Right ascension,Declination,Distance [parsec],Distance errorminus,Distance errorplus,source (xml)
KIC 3558849,kic3558849|koi-4307|kepler-455,19 39 47.962,+38 36 18.68,,,,KIC 3558849.xml
KIC 5437945,kic5437945|koi-3791|kepler-460,19 13 53.962,+40 39 04.90,,,,KIC 5437945.xml
KIC 5951458,kic5951458|kepler-456,19 15 57.979,+41 13 22.91,,,,KIC 5951458.xml
KIC 6185331,kic6185331,18 57 06,+41 32 06,,,,KIC 6185331.xml
KIC 8435766,kic8435766|kepler-78|2mass19345800+4426539|tyc3147-188-1,19 34 57.989,+44 26 54.28,,,,KIC 8435766.xml
KIC 8540376,kic8540376|kepler-457,18 49 30.607,+44 41 40.52,,,,KIC 8540376.xml
KIC 9632895,kic9632895,18 52 58,+46 22 42,500,,,KIC 9632895.xml
KIC 9663113,kic9663113|koi-179|kepler-458,19 48 10.901,+46 19 43.32,,,,KIC 9663113.xml
KMT-2015-1,kmt-2015-1,17 58 39.01,-28 01 54.1,8200,900,900,KMT-2015-1.xml
KOI-1194,koi-1194,19 35 13.07,+38 38 20.9,,,,KOI-1194.xml
KOI-12,koi-12,19 49 48.90,+41 00 39.56,426,40,40,KOI-12.xml
KOI-1257,koi-1257,19 24 54,+44 55 38,900,110,110,KOI-1257.xml
KOI-1299,koi-1299,19 33 07.73,+48 17 09.2,870,20,20,KOI-1299.xml
KOI-135,koi-135|kepler-43,19 00 58,+46 40 06,1950,250,250,KOI-135.xml
KOI-142,koi-142,19 24 35,+40 40 09,385,20,16,KOI-142.xml
KOI-1474,koi-1474,19 41 40.30,+51 11 05.2,,,,KOI-1474.xml
KOI-1612,koi-1612|kepler-408,18 59 08.6,+48 25 23,,,,KOI-1612.xml
KOI-1781,koi-1781|kepler-411,19 10 25.34,+49 31 23.7,,,,KOI-1781.xml
KOI-183,koi-183,19 31 25,+46 23 28,725,75,75,KOI-183.xml
KOI-1843,koi-1843,19 00 03.14,+40 13 14.7,,,,KOI-1843.xml
KOI-1860,koi-1860,19 26 13.67,+39 13 38.2,,,,KOI-1860.xml
KOI-1873,koi-1873,19 43 14,+40 00 30,1680.75,,,KOI-1873.xml
KOI-188,koi-188,19 21 26,+40 34 04,650,20,20,KOI-188.xml
KOI-1894,koi-1894|kic11673802,19 49 26.232,+49 47 51.18,,,,KOI-1894.xml
KOI-192,koi-192,19 13 01,+43 42 18,1100,150,150,KOI-192.xml
KOI-195,koi-195,19 17 44,+49 28 24,880,30,30,KOI-195.xml
KOI-201,koi-201,19 08 31.338,+42 21 00.56,,,,KOI-201.xml
KOI-206,koi-206,19 50 22.476,+40 58 38.17,1870,210,210,KOI-206.xml
KOI-2113,koi-2113,19 35 17.83,+42 46 46.9,,,,KOI-2113.xml
KOI-2672,koi-2672,19 44 31,+48 58 39,263.40,,,KOI-2672.xml
KOI-285,koi-285|kepler-92,19 16 21,+41 33 47,367.56,,,KOI-285.xml
KOI-2939,koi-2939|kic5473556,19 52 36.02,+40 39 22.2,,,,KOI-2939.xml
KOI-314,koi-314|kepler-138|kic7603200,19 21 31,+43 17 34,114.07,,,KOI-314.xml
KOI-341,koi-341,19 51 50.78,+48 14 39.7,,,,KOI-341.xml
KOI-368,koi-368,19 23 25,+42 05 12,1200,0.1,0.1,KOI-368.xml
KOI-3680,koi-3680,19 33 07.574,+45 18 34.81,,,,KOI-3680.xml
KOI-3681,koi-3681,19 30 30.582,+37 51 36.63,,,,KOI-3681.xml
KOI-370,koi-370,19 25 33,+44 31 44,589.92,,,KOI-370.xml
KOI-372,koi-372,19 56 29.39,+41 52 00.3,,,,KOI-372.xml
KOI-423,koi-423|kepler-39,19 47 50,+46 02 04,1200,,,KOI-423.xml
KOI-428,koi-428,19 47 15,+47 31 36,2700,,,KOI-428.xml
KOI-4427,koi-4427,19 40 28.13,+39 16 26.7,240,39,32,KOI-4427.xml
KOI-523,koi-523,19 04 11,+45 03 11,1387.37,,,KOI-523.xml
KOI-55,koi-55,19 45 25,+41 05 34,1180,,,KOI-55.xml
KOI-680,koi-680,19 29 08.959,+43 11 50.21,2070,200,200,KOI-680.xml
KOI-806,koi-806,19 01 08,+38 56 50,924.9,,,KOI-806.xml
KOI-830,koi-830,19 22 20,+40 34 39,720,25,25,KOI-830.xml
KOI-89,koi-89,19 59 17.084,+43 48 51.43,,,,KOI-89.xml
LkCa 15,lkca15,04 39 18,+22 21 03,145,,,LkCa 15.xml
Lupus-TR 3,lupus-tr3,15 30 18.7,-42 58 41.5,2000,,,Lupus-TR 3.xml
MOA-2007-BLG-192-L,moa-2007-blg-192-l,18 08 04,-27 09 00,700,,,MOA-2007-BLG-192-L.xml
MOA-2007-BLG-400-L,moa-2007-blg-400-l,18 09 42,-29 13 27,6000,,,MOA-2007-BLG-400-L.xml
MOA-2008-BLG-310-L,moa-2008-blg-310-l,17 54 14,-34 46 41,6000,,,MOA-2008-BLG-310-L.xml
MOA-2008-BLG-379L,moa-2008-blg-379l,17 58 49,-30 11 49,3300,1200,1300,MOA-2008-BLG-379L.xml
MOA-2009-BLG-266L,moa-2009-blg-266l,17 48 06,-35 00 19,3040,,,MOA-2009-BLG-266L.xml
MOA-2009-BLG-319,moa-2009-blg-319,18 06 58,-26 49 11,6100,,,MOA-2009-BLG-319.xml
MOA-2009-BLG-387L,moa-2009-blg-387l,17 53 51,-33 59 25,5700,,,MOA-2009-BLG-387L.xml
MOA-2010-BLG-073L,moa-2010-blg-073l,18 10 11,-26 31 22,2800,,,MOA-2010-BLG-073L.xml
MOA-2010-BLG-328L,moa-2010-blg-328l,17 57 59,-30 43 55,810,100,100,MOA-2010-BLG-328L.xml
MOA-2010-BLG-353L,moa-2010-blg-353l,18 05 12.94,-27 17 35.64,7170,1120,870,MOA-2010-BLG-353L.xml
MOA-2010-BLG-477L,moa-2010-blg-477l,18 06 07,-31 27 16,2300,,,MOA-2010-BLG-477L.xml
MOA-2011-BLG-028L,moa-2011-blg-028l|ogle-2011-blg-0203l,18 03 24.96,-29 12 48.3,7380,620,520,MOA-2011-BLG-028L.xml
MOA-2011-BLG-262L,moa-2011-blg-262l,18 00 23.48,-31 14 42.93,7000,1000,900,MOA-2011-BLG-262L.xml
MOA-2011-BLG-293L,moa-2011-blg-293l,17 55 39,-28 28 37,7700,440,440,MOA-2011-BLG-293L.xml
MOA-2011-BLG-322,moa-2011-blg-322,18 04 53,-27 13 15,7740,910,970,MOA-2011-BLG-322.xml
MOA-2012-BLG-311,moa-2012-blg-311,18 08 50,-25 57 04,6000,,,MOA-2012-BLG-311.xml
MOA-2013-BLG-220L,moa-2013-blg-220l,18 03 57,-28 27 19,2000,,,MOA-2013-BLG-220L.xml
MOA-2013-BLG-605L,moa-2013-blg-605l,17 58 42.85,-29 23 53.66,3600,800,600,MOA-2013-BLG-605L.xml
MOA-bin-1,moa-bin-1,17 51 10,-29 47 38,5100,,,MOA-bin-1.xml
mu Arae,muarae,17 44 08,-51 50 02,15.3,,,mu Arae.xml
mu Leo,muleo|hd85503,09 52 45.81654,+26 00 25.0319,38.05,0.23,0.23,mu Leo.xml
NGC 2423 3,ngc24233,07 37 09,-13 54 24,766,,,NGC 2423 3.xml
NGC 4349 No 127,ngc4349no127|ngc4349mmu127,12 24 08,-61 52 18,2176,,,NGC 4349 No 127.xml
NN Ser,nnser|nnserpentis,15 52 56,+12 54 47,500,,,NN Ser.xml
NSVS 14256825,nsvs14256825|2massj20200045+0437564,20 20 00,+04 37 56,570,,,NSVS 14256825.xml
nu Oph,nuoph,17 59 01.59191,-09 46 25.0798,46.21,0.56,0.56,nu Oph.xml
NY Virginis,nyvirginis,13 38 48,-02 01 49,613.18,,,NY Virginis.xml
OGLE-05-071L,ogle-05-071l,17 50 09,-34 40 23,3300,,,OGLE-05-071L.xml
OGLE-05-169L,ogle-05-169l,18 06 05,-30 43 57,4100,400,400,OGLE-05-169L.xml
OGLE-05-390L,ogle-05-390l,17 54 19,-30 22 38,6500,,,OGLE-05-390L.xml
OGLE-06-109L,ogle-06-109l,17 52 35,-30 05 16,1510,,,OGLE-06-109L.xml
OGLE-2007-BLG-368L,ogle-2007-blg-368l,17 56 26,-32 14 15,5900,,,OGLE-2007-BLG-368L.xml
OGLE-2008-BLG-092L,ogle-2008-blg-092l,17 47 29,-34 43 36,7000,,,OGLE-2008-BLG-092L.xml
OGLE-2008-BLG-355L,ogle-2008-blg-355l,17 59 09,-30 45 34,6800,1100,1100,OGLE-2008-BLG-355L.xml
OGLE-2011-BLG-0251,ogle-2011-blg-0251,17 38 14,-27 08 10,2570,,,OGLE-2011-BLG-0251.xml
OGLE-2011-BLG-0265L,ogle-2011-blg-0265l,17 57 47.72,-27 23 40.3,3500,500,500,OGLE-2011-BLG-0265L.xml
OGLE-2012-BLG-0026L,ogle-2012-blg-0026l,17 34 18.70,-27 08 33.9,4019,380,380,OGLE-2012-BLG-0026L.xml
OGLE-2012-BLG-0358L,ogle-2012-blg-0358l,17 42 47,-24 15 40,1760,130,130,OGLE-2012-BLG-0358L.xml
OGLE-2012-BLG-0406L,ogle-2012-blg-0406l,17 53 18,-30 28 16,5100,1200,1200,OGLE-2012-BLG-0406L.xml
OGLE-2012-BLG-0563L,ogle-2012-blg-0563l,18 05 57.72,-27 42 43.2,1300,800,600,OGLE-2012-BLG-0563L.xml
OGLE-2013-BLG-0102L,ogle-2013-blg-0102l,17 52 07.08,-31 41 26.1,3040,310,310,OGLE-2013-BLG-0102L.xml
OGLE-2013-BLG-0341,ogle-2013-blg-0341,17 52 07,-29 50 46,911,0.07,0.07,OGLE-2013-BLG-0341.xml
OGLE-2013-BLG-0723L,ogle-2013-blg-0723l,17 34 40.51,-27 26 53.2,490,40,40,OGLE-2013-BLG-0723L.xml
OGLE-2015-BLG-0966L,ogle-2015-blg-0966l,17 55 01.02,-29 02 49.6,3300,,,OGLE-2015-BLG-0966L.xml
OGLE-TR-10,ogle-tr-10,17 51 28,-29 52 34,1500,,,OGLE-TR-10.xml
OGLE-TR-111,ogle-tr-111,10 53 18,-61 24 20,1500,,,OGLE-TR-111.xml
OGLE-TR-113,ogle-tr-113,10 52 24.40,-61 26 48.5,1500,,,OGLE-TR-113.xml
OGLE-TR-132,ogle-tr-132,10 50 34,-61 57 25,1500,,,OGLE-TR-132.xml
OGLE-TR-182,ogle-tr-182,11 09 19,-61 05 43,,,,OGLE-TR-182.xml
OGLE-TR-211,ogle-tr-211,10 40 15,-62 27 20,,,,OGLE-TR-211.xml
OGLE-TR-56,ogle-tr-56,17 56 35,-29 32 21,1500,,,OGLE-TR-56.xml
OGLE2-TR-L9,ogle2-tr-l9,11 07 55,-61 08 46,900,,,OGLE2-TR-L9.xml
OGLE235-MOA53,ogle235-moa53,18 05 16,-28 53 42,5200,,,OGLE235-MOA53.xml
Omega Serpentis,omegaserpentis|omeser|omeserpentis|hr5888|hd141680|hip77578,15 50 17.55,+02 11 47.44,83.8,,,Omega Serpentis.xml
omi CrB,omicrb,15 20 08.55879,+29 36 58.3488,82.8,3.0,3.0,omi CrB.xml
omi UMa,omiuma,08 30 15.87064,+60 43 05.4115,54.91,0.48,0.48,omi UMa.xml
Oph 11,oph11|ophj1622-2405,16 22 25,-24 05 14,145,,,Oph 11.xml
PH-1,ph-1,19 52 51,+39 57 18,1500,,,PH-1.xml
PH-2,ph-2|kic12735740,19 19 03,+51 57 45.36,369.8,,,PH-2.xml
POTS-1,pots-1,13 34 26.130,-66 34 52.02,1200,600,600,POTS-1.xml
Pr0201,pr0201,08 41 43,+20 13 36,177,,,Pr0201.xml
Pr0211,pr0211,08 42 11.492,+19 16 37.36,177,,,Pr0211.xml
Psi-1 Draconis,psi-1draconis|ps1dra|ps1draconis|psi01dra|psi01draconis,17 41 56.35536,+72 08 55.8481,22.93,0.06,0.06,Psi-1 Draconis.xml
PSO J318.5-22,psoj318.5-22,21 14 08,+22 51 36,24.6,1.4,1.4,PSO J318.5-22.xml
PSR 1257+12,psr1257+12|psrb1257+12,13 00 03.5767,+12 40 56.4721,710,38,43,PSR 1257+12.xml
PSR B1620-26,psrb1620-26|b1620-26,16 23 38.2218,-26 31 53.769,1800,200,200,PSR B1620-26.xml
PSR J1719-1438,psrj1719-1438,17 19 10.0730,-14 38 00.96,1200,300,300,PSR J1719-1438.xml
PTFO 8-8695,ptfo8-8695,05 25 07.55,+01 34 24.3,330,,,PTFO 8-8695.xml
Qatar-1,qatar-1,20 13 32,+65 09 43,,,,Qatar-1.xml
Qatar-2,qatar-2,13 50 37,-06 48 14,,,,Qatar-2.xml
Rho Coronae Borealis,rhocoronaeborealis,16 01 02.662,+33 18 12.63,17.24,0.08,0.08,Rho Coronae Borealis.xml
Ross 458,ross458|dtvir,13 00 47,+12 22 33,114,,,Ross 458.xml
ROXs 12,roxs12,16 26 28,-25 27 24,120,,,ROXs 12.xml
ROXs 42 B,roxs42b,16 31 15,-24 32 24,120,,,ROXs 42 B.xml
RR Cae,rrcae,04 21 06,-48 39 07,,,,RR Cae.xml
SAND364,sand364|ngc2682sand364,08 49 56.5208,+11 41 32.989,750,50,50,SAND364.xml
SR 12 AB,sr12ab,16 27 20,-24 41 40,125,,,SR 12 AB.xml
Sun,sun,,,,,,Sun.xml
SWEEPS-11,sweeps-11,17 59 03,-29 11 54,8500,,,SWEEPS-11.xml
SWEEPS-4,sweeps-4,17 58 54,-29 11 21,6600,,,SWEEPS-4.xml
tau Boo,tauboo,13 47 15.74340,+17 27 24.8552,15.62,0.05,0.05,tau Boo.xml
tau Ceti,tauceti|hd10700,01 44 04,-15 56 15,3.65,,,tau Ceti.xml
tau Gem,taugem,07 11 08.37042,+30 14 42.5831,98.4,2.4,2.5,tau Gem.xml
TRAPPIST-1,trappist-1,23 06 30.34,-05 02 36.44,12.1,0.4,0.4,TRAPPIST-1.xml
TrES-1,tres-1,19 04 09,+36 37 57,157,,,TrES-1.xml
TrES-2,tres-2,19 07 14,+49 18 59,213,11,11,TrES-2.xml
TrES-3,tres-3,17 52 07,+37 32 46,400,,,TrES-3.xml
TrES-4,tres-4,17 53 13,+37 12 42,485,,,TrES-4.xml
TrES-5,tres-5,20 20 53,+59 26 55,360,,,TrES-5.xml
TYC 1422-614-1,tyc1422-614-1,10 17 06.674,+19 33 30.47,759,181,181,TYC 1422-614-1.xml
TYC 3667-1280-1,tyc3667-1280-1,00 51 32.9649,+58 25 34.268,481,37,37,TYC 3667-1280-1.xml
Upsilon Andromedae,upsilonandromedae,01 36 48,+41 24 38,13.47,,,Upsilon Andromedae.xml
UScoCTIO 108,uscoctio108,16 05 54,-18 18 43,145,,,UScoCTIO 108.xml
UZ For(ab),uzfor(ab),03 35 29,-25 44 22,,,,UZ For(ab).xml
V391 Peg,v391peg,22 04 12,+26 25 08,1400,,,V391 Peg.xml
V830 Tau,v830tau,04 33 10.033,+24 33 43.38,131,3,3,V830 Tau.xml
VHS 1256-1257,vhs1256-1257|vhsj125602.15-125721.7,12 56 01.922,-12 57 23.990,12.7,1.0,1.0,VHS 1256-1257.xml
WASP-1,wasp-1,00 20 40,+31 59 24,380,38,38,WASP-1.xml
WASP-10,wasp-10,23 15 58,+31 27 46,90,,,WASP-10.xml
WASP-100,wasp-100,04 35 50,-64 01 37,,,,WASP-100.xml
WASP-101,wasp-101,06 33 24,-23 29 10,,,,WASP-101.xml
WASP-103,wasp-103,16 37 15,+07 11 00,470,35,35,WASP-103.xml
WASP-104,wasp-104,10 42 24,+07 26 06,143,10,10,WASP-104.xml
WASP-106,wasp-106,11 05 43,-05 04 46,283,21,21,WASP-106.xml
WASP-108,wasp-108,13 03 18.73,-49 38 22.8,220,15,15,WASP-108.xml
WASP-109,wasp-109,15 28 13.23,-16 24 38.8,330,30,30,WASP-109.xml
WASP-11,wasp-11|hat-p-10,03 09 29,+30 40 25,121.7,4.2,4.2,WASP-11.xml
WASP-110,wasp-110,20 23 29.55,-44 03 30.3,320,30,30,WASP-110.xml
WASP-111,wasp-111,21 55 04.23,-22 36 45.2,210,20,20,WASP-111.xml
WASP-112,wasp-112,22 37 57.43,-35 09 13.9,450,30,30,WASP-112.xml
WASP-117,wasp-117,02 27 06.0972,-50 17 04.354,,,,WASP-117.xml
WASP-119,wasp-119,03 43 44.02,-65 11 37.8,333,29,29,WASP-119.xml
WASP-12,wasp-12,06 30 33,+29 40 20,250,30,30,WASP-12.xml
WASP-120,wasp-120,04 10 27.85,-45 53 53.5,,,,WASP-120.xml
WASP-121,wasp-121,07 10 24.058,-39 05 50.55,270,90,90,WASP-121.xml
WASP-122,wasp-122,07 13 12.34,-42 24 35.1,,,,WASP-122.xml
WASP-123,wasp-123,19 17 55.04,-32 51 35.8,,,,WASP-123.xml
WASP-124,wasp-124,22 10 51.43,-30 44 58.8,433,11,11,WASP-124.xml
WASP-126,wasp-126,04 13 29.72,-69 13 36.5,234,15,15,WASP-126.xml
WASP-129,wasp-129,11 45 11.75,-42 03 50.1,246,7,7,WASP-129.xml
WASP-13,wasp-13,09 20 25,+33 52 57,155,18,18,WASP-13.xml
WASP-133,wasp-133,20 58 18.08,-35 47 47.5,547,21,21,WASP-133.xml
WASP-135,wasp-135,17 49 08.4,+29 52 45.0,300,45,45,WASP-135.xml
WASP-14,wasp-14,14 33 06,+21 53 41,160,20,20,WASP-14.xml
WASP-15,wasp-15,13 55 43,-32 09 35,308,,,WASP-15.xml
WASP-16,wasp-16,14 18 44,-20 16 32,,,,WASP-16.xml
WASP-17,wasp-17,15 59 51,-28 03 42,400,60,60,WASP-17.xml
WASP-18,wasp-18,01 37 25,-45 40 40,100,,,WASP-18.xml
WASP-19,wasp-19,09 53 40,-45 39 33,250,60,80,WASP-19.xml
WASP-2,wasp-2,20 30 54,+06 25 46,165.8,37.0,25.6,WASP-2.xml
WASP-20,wasp-20,00 20 38.5361,-23 56 08.567,210,20,20,WASP-20.xml
WASP-21,wasp-21,23 09 58,+18 23 46,230,,,WASP-21.xml
WASP-22,wasp-22,03 31 16,-23 49 11,300,,,WASP-22.xml
WASP-23,wasp-23,06 44 31,-42 45 43,,,,WASP-23.xml
WASP-24,wasp-24,15 08 52,+02 20 36,330,,,WASP-24.xml
WASP-25,wasp-25,13 01 26,-27 31 20,169,,,WASP-25.xml
WASP-26,wasp-26,00 18 25,-15 16 02,250,,,WASP-26.xml
WASP-28,wasp-28|k2-1,23 34 28,-01 34 57,410,70,70,WASP-28.xml
WASP-29,wasp-29,23 51 31,-39 54 24,80,,,WASP-29.xml
WASP-3,wasp-3,18 34 32,+35 39 42,220,20,20,WASP-3.xml
WASP-31,wasp-31,11 17 45,-19 03 17,400,,,WASP-31.xml
WASP-32,wasp-32,00 15 51,+01 12 02,,,,WASP-32.xml
WASP-33,wasp-33,02 26 51,+37 33 02,116,,,WASP-33.xml
WASP-34,wasp-34,11 01 36,-23 51 38,120,,,WASP-34.xml
WASP-35,wasp-35,05 04 20,-06 13 47,,,,WASP-35.xml
WASP-36,wasp-36,08 46 19.298,-08 01 37.01,450,,,WASP-36.xml
WASP-37,wasp-37,14 47 47,+01 03 54,338,,,WASP-37.xml
WASP-38,wasp-38,16 15 50,+10 01 57,110,,,WASP-38.xml
WASP-39,wasp-39,14 29 18,-03 26 40,230,,,WASP-39.xml
WASP-4,wasp-4,23 34 15,-42 03 41,300,,,WASP-4.xml
WASP-41,wasp-41,12 42 28.497,-30 38 23.55,180,60,60,WASP-41.xml
WASP-42,wasp-42,12 51 56,-42 04 25,160,40,40,WASP-42.xml
WASP-43,wasp-43,10 19 38,-09 48 23,80,20,20,WASP-43.xml
WASP-44,wasp-44,00 15 37,-11 56 17,,,,WASP-44.xml
WASP-45,wasp-45,00 20 57,-35 59 54,,,,WASP-45.xml
WASP-46,wasp-46,21 14 57,-55 52 18,,,,WASP-46.xml
WASP-47,wasp-47|k2-23,22 04 48.731,-12 01 07.99,200,30,30,WASP-47.xml
WASP-48,wasp-48,19 24 39,+55 28 23,,,,WASP-48.xml
WASP-49,wasp-49,06 04 21,-16 57 55,170,20,20,WASP-49.xml
WASP-5,wasp-5,23 57 24,-41 16 38,297,,,WASP-5.xml
WASP-50,wasp-50,02 54 45,-10 53 53,230,,,WASP-50.xml
WASP-52,wasp-52,23 13 59,+08 45 41,140,20,20,WASP-52.xml
WASP-53,wasp-53,,,,,,WASP-53.xml
WASP-54,wasp-54,13 41 49,-00 07 41,200,30,30,WASP-54.xml
WASP-55,wasp-55,13 55 02,-17 30 13,330,,,WASP-55.xml
WASP-56,wasp-56,12 13 27,+23 03 20,255,40,40,WASP-56.xml
WASP-57,wasp-57,14 55 16,-02 03 27,455,80,80,WASP-57.xml
WASP-58,wasp-58,18 18 48,+45 10 19,300,50,50,WASP-58.xml
WASP-59,wasp-59,23 18 29.54,+24 53 21.4,125,25,25,WASP-59.xml
WASP-6,wasp-6,23 12 38,-22 40 26,307,,,WASP-6.xml
WASP-60,wasp-60,23 46 39.98,+31 09 21.44,400,60,60,WASP-60.xml
WASP-61,wasp-61,05 01 11.92,-26 03 15.0,480,,,WASP-61.xml
WASP-62,wasp-62,05 48 33.59,-63 59 18.3,160,,,WASP-62.xml
WASP-63,wasp-63,06 17 20.75,-38 19 23.8,330,,,WASP-63.xml
WASP-64,wasp-64,06 44 28,-32 51 30,350,90,90,WASP-64.xml
WASP-65,wasp-65,08 53 28,+08 31 23,310,50,50,WASP-65.xml
WASP-66,wasp-66,10 32 54,-34 59 23,380,,,WASP-66.xml
WASP-67,wasp-67,19 42 59,-19 56 58,225,,,WASP-67.xml
WASP-68,wasp-68,20 20 23,-19 18 52,,,,WASP-68.xml
WASP-69,wasp-69|2mass21000618-0505398,21 00 06,-05 05 40,50,10,10,WASP-69.xml
WASP-7,wasp-7,20 44 10,-39 13 31,140,,,WASP-7.xml
WASP-70,wasp-70|hd358155|2massj21015446-1325595|tyc5782-970-1,21 01 54,-13 26 00,245,20,20,WASP-70.xml
WASP-71,wasp-71,01 57 03,+00 45 32,200,,,WASP-71.xml
WASP-72,wasp-72,02 44 09,-30 10 08,340,60,60,WASP-72.xml
WASP-73,wasp-73,21 19 48,-58 08 56,,,,WASP-73.xml
WASP-74,wasp-74,20 18 09.32,-01 04 32.6,120,20,20,WASP-74.xml
WASP-75,wasp-75,22 49 33,-10 40 32,260,70,70,WASP-75.xml
WASP-76,wasp-76,01 46 31.86,+02 42 02,120,20,20,WASP-76.xml
WASP-77,wasp-77|bd-07436|1swaspj022837.22-070338.4,02 28 37,-07 03 38,93,5,5,WASP-77.xml
WASP-78,wasp-78,04 15 02,-22 06 59,550,,,WASP-78.xml
WASP-79,wasp-79,04 25 29,-30 36 02,240,,,WASP-79.xml
WASP-8,wasp-8,23 59 36,-35 01 53,87,7,7,WASP-8.xml
WASP-80,wasp-80,20 12 40,-02 08 44,60,20,20,WASP-80.xml
WASP-82,wasp-82,04 50 39,+01 53 38,200,30,30,WASP-82.xml
WASP-83,wasp-83,14 40 36.51,-19 17 03.4,300,50,50,WASP-83.xml
WASP-84,wasp-84|2mass08442570+0151361,08 44 26,+01 51 36,125,20,20,WASP-84.xml
WASP-85,wasp-85,11 43 38.01,+06 33 49.4,128,80,80,WASP-85.xml
WASP-87,wasp-87,12 21 17.92,-52 50 27.0,240,20,20,WASP-87.xml
WASP-88,wasp-88,20 38 03,-48 27 43,,,,WASP-88.xml
WASP-89,wasp-89,20 55 35.99,-18 58 16.1,,,,WASP-89.xml
WASP-90,wasp-90,21 02 08,+07 03 24,340,60,60,WASP-90.xml
WASP-94,wasp-94,20 55 08,-34 08 08,180,20,20,WASP-94.xml
WASP-95,wasp-95,22 29 50,-48 00 11,,,,WASP-95.xml
WASP-96,wasp-96,00 04 11,-47 21 38,,,,WASP-96.xml
WASP-97,wasp-97,01 38 25,-55 46 19,,,,WASP-97.xml
WASP-98,wasp-98,03 53 43,-34 19 41,,,,WASP-98.xml
WASP-99,wasp-99,02 39 35,-50 00 29,,,,WASP-99.xml
WD 0806-661,wd0806-661|gj3483,08 06 53.736,-66 18 16.74,19.2,,,WD 0806-661.xml
Wolf 1061,wolf1061,16 30 18.05803,-12 39 45.3232,4.2922,0.0295,0.0295,Wolf 1061.xml
WTS-1,wts-1,19 35 56.41,+36 17 46.76,3200,,,WTS-1.xml
WTS-2,wts-2,19 34 56,+36 48 56,1000,,,WTS-2.xml
xi Aql,xiaql,19 54 14.88184,+08 27 41.2299,62.7,4.0,4.0,xi Aql.xml
XO-1,xo-1,16 02 12,+28 10 11,200,,,XO-1.xml
XO-2,xo-2,07 48 07.479,+50 13 03.25,148.0,2.9,2.8,XO-2.xml
XO-3,xo-3,04 21 53,+57 49 01,260,,,XO-3.xml
XO-4,xo-4,07 21 33.1657,+58 16 05.005,293,,,XO-4.xml
XO-5,xo-5,07 46 52,+39 05 41,255,,,XO-5.xml
YBP1194,ybp1194,08 51 00.807,+11 48 52.76,850,50,50,YBP1194.xml
YBP1514,ybp1514|ngc2682ybp1514,08 51 00.766,+11 53 11.51,750,50,50,YBP1514.xml
