Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-79,kepler-79|koi-152|kic8394721|ucac3269-182620,1.1800,0.1000,0.1000,1.403,.252,0.252,,,,,,,,,6189,100,100,,13.99,,,Kepler-79.xml
Kepler-790,kepler-790,0.84,0.05,0.04,0.80,0.05,0.05,,,,,,-0.05,0.17,0.14,5208.0,114.1,139.3,,,,,Kepler-790.xml
Kepler-791,kepler-791,1.30,0.12,0.21,1.47,0.25,0.61,,,,,,0.06,0.14,0.14,6383.0,160.9,218.0,,,,,Kepler-791.xml
Kepler-792,kepler-792,1.09,0.07,0.09,1.12,0.13,0.28,,,,,,0.08,0.15,0.14,5971.0,176.0,136.2,,,,,Kepler-792.xml
Kepler-793,kepler-793,0.98,0.07,0.07,0.97,0.10,0.20,,,,,,0.00,0.19,0.13,5745.0,198.8,145.4,,,,,Kepler-793.xml
Kepler-794,kepler-794,1.19,0.07,0.11,1.38,0.22,0.34,,,,,,0.34,0.05,0.06,5839.0,65.0,74.4,,,,,Kepler-794.xml
Kepler-795,kepler-795,0.94,0.04,0.04,0.96,0.07,0.10,,,,,,-0.02,0.11,0.10,5631.0,75.4,83.2,,,,,Kepler-795.xml
Kepler-796,kepler-796,0.93,0.04,0.04,1.09,0.18,0.30,,,,,,0.09,0.07,0.09,5475.0,84.7,79.0,,,,,Kepler-796.xml
Kepler-797,kepler-797,0.96,0.07,0.10,0.95,0.09,0.18,,,,,,-0.02,0.17,0.14,5680.0,205.2,292.1,,,,,Kepler-797.xml
Kepler-798,kepler-798,1.19,0.09,0.18,1.29,0.18,0.56,,,,,,0.03,0.15,0.13,6224.0,142.9,124.3,,,,,Kepler-798.xml
Kepler-799,kepler-799,0.95,0.06,0.05,0.93,0.07,0.12,,,,,,-0.07,0.19,0.16,5681.0,91.0,116.5,,,,,Kepler-799.xml
Kepler-8,kepler-8|koi-10|kic6922244,1.13,0.10,0.09,1.45,0.13,0.12,,,,,,0.05,0.09,0.09,6251,75,75,f,13.9,,,Kepler-8.xml
Kepler-80,kepler-80|koi-500|kic4852528,0.7220,0.0160,0.0160,0.637,.022,0.022,,,,,,,,,4613,4,74,,,,,Kepler-80.xml
Kepler-800,kepler-800,0.85,0.05,0.04,0.82,0.06,0.06,,,,,,-0.09,0.18,0.16,5315.0,67.0,60.5,,,,,Kepler-800.xml
Kepler-801,kepler-801,0.67,0.03,0.03,0.63,0.02,0.03,,,,,,-0.17,0.09,0.09,4435.0,38.9,46.0,,,,,Kepler-801.xml
Kepler-802,kepler-802,0.93,0.05,0.04,0.90,0.05,0.12,,,,,,0.06,0.18,0.16,5507.0,67.2,61.6,,,,,Kepler-802.xml
Kepler-803,kepler-803,1.05,0.05,0.05,1.12,0.11,0.16,,,,,,0.02,0.09,0.09,5919.0,100.9,99.5,,,,,Kepler-803.xml
Kepler-804,kepler-804,1.01,0.04,0.04,1.05,0.09,0.13,,,,,,0.00,0.10,0.09,5817.0,78.6,93.1,,,,,Kepler-804.xml
Kepler-805,kepler-805,1.19,0.04,0.07,1.65,0.05,0.06,,,,,,-0.06,0.07,0.08,6112.0,66.4,55.0,,,,,Kepler-805.xml
Kepler-806,kepler-806,0.99,0.06,0.07,1.16,0.18,0.34,,,,,,0.00,0.15,0.07,5770.0,67.8,59.8,,,,,Kepler-806.xml
Kepler-807,kepler-807,1.04,0.07,0.07,1.06,0.11,0.20,,,,,,-0.04,0.19,0.15,5965.0,92.1,92.3,,,,,Kepler-807.xml
Kepler-808,kepler-808,0.76,0.05,0.03,0.71,0.04,0.02,,,,,,0.05,0.21,0.15,4653.0,57.3,51.4,,,,,Kepler-808.xml
Kepler-809,kepler-809,0.99,0.05,0.04,0.98,0.08,0.18,,,,,,0.04,0.15,0.14,5734.0,78.2,78.3,,,,,Kepler-809.xml
Kepler-81,kepler-81|koi-877|kic7287995,0.6480,0.0280,0.0280,0.595,.029,0.029,,,,,,,,,4500,16,116,,,,,Kepler-81.xml
Kepler-810,kepler-810,1.03,0.06,0.06,1.04,0.09,0.21,,,,,,0.10,0.15,0.15,5803.0,112.3,75.9,,,,,Kepler-810.xml
Kepler-811,kepler-811,1.01,0.04,0.05,1.24,0.21,0.26,,,,,,0.05,0.06,0.08,5747.0,57.0,64.5,,,,,Kepler-811.xml
Kepler-812,kepler-812,1.45,0.14,0.21,1.71,0.26,0.64,,,,,,0.02,0.17,0.13,6761.0,102.9,124.8,,,,,Kepler-812.xml
Kepler-813,kepler-813,0.95,0.07,0.05,0.93,0.08,0.12,,,,,,-0.13,0.19,0.16,5743.0,59.4,69.7,,,,,Kepler-813.xml
Kepler-814,kepler-814,1.15,0.07,0.12,1.22,0.14,0.36,,,,,,0.01,0.16,0.13,6162.0,87.4,90.5,,,,,Kepler-814.xml
Kepler-815,kepler-815,1.25,0.19,0.05,3.42,0.26,0.09,,,,,,-0.03,0.03,0.04,5028.0,43.6,52.6,,,,,Kepler-815.xml
Kepler-816,kepler-816,0.90,0.04,0.04,0.85,0.04,0.06,,,,,,0.16,0.18,0.16,5286.0,88.4,54.6,,,,,Kepler-816.xml
Kepler-817,kepler-817,1.03,0.08,0.12,1.03,0.12,0.23,,,,,,0.02,0.16,0.14,5861.0,241.2,259.9,,,,,Kepler-817.xml
Kepler-818,kepler-818,0.94,0.06,0.07,0.92,0.08,0.14,,,,,,-0.08,0.18,0.15,5638.0,111.0,214.1,,,,,Kepler-818.xml
Kepler-819,kepler-819,0.86,0.05,0.05,0.81,0.05,0.06,,,,,,-0.06,0.16,0.15,5279.0,111.9,165.3,,,,,Kepler-819.xml
Kepler-82,kepler-82|koi-880|kic7366258,0.9220,0.0830,0.0830,0.945,.140,0.140,,,,,,,,,5428,100,100,,,,,Kepler-82.xml
Kepler-820,kepler-820,1.23,0.10,0.19,1.36,0.20,0.59,,,,,,0.09,0.14,0.13,6260.0,148.0,106.6,,,,,Kepler-820.xml
Kepler-821,kepler-821,0.84,0.05,0.04,0.80,0.04,0.05,,,,,,-0.03,0.16,0.15,5191.0,100.8,130.9,,,,,Kepler-821.xml
Kepler-822,kepler-822,1.06,0.08,0.09,1.08,0.13,0.25,,,,,,0.04,0.15,0.14,5928.0,183.6,139.4,,,,,Kepler-822.xml
Kepler-823,kepler-823,0.98,0.05,0.05,0.96,0.08,0.18,,,,,,0.06,0.14,0.14,5643.0,122.1,122.3,,,,,Kepler-823.xml
Kepler-824,kepler-824,1.15,0.08,0.14,1.22,0.15,0.46,,,,,,0.14,0.14,0.15,6035.0,120.5,85.6,,,,,Kepler-824.xml
Kepler-825,kepler-825,1.03,0.08,0.12,1.08,0.15,0.28,,,,,,-0.08,0.19,0.15,5976.0,202.4,247.6,,,,,Kepler-825.xml
Kepler-826,kepler-826,1.05,0.06,0.07,1.15,0.13,0.18,,,,,,-0.12,0.13,0.12,6079.0,96.5,90.5,,,,,Kepler-826.xml
Kepler-827,kepler-827,0.93,0.06,0.07,0.91,0.07,0.11,,,,,,-0.06,0.18,0.15,5602.0,142.5,179.4,,,,,Kepler-827.xml
Kepler-828,kepler-828,0.81,0.04,0.04,0.77,0.04,0.04,,,,,,-0.02,0.17,0.16,5039.0,59.5,50.7,,,,,Kepler-828.xml
Kepler-829,kepler-829,0.98,0.06,0.05,0.97,0.08,0.20,,,,,,0.03,0.17,0.13,5698.0,120.3,92.8,,,,,Kepler-829.xml
Kepler-83,kepler-83|koi-898|kic7870390,0.6640,0.0310,0.0310,0.594,.033,0.033,,,,,,,,,4648,16,116,,,,,Kepler-83.xml
Kepler-830,kepler-830,1.07,0.09,0.12,1.11,0.14,0.31,,,,,,-0.02,0.18,0.14,6037.0,209.5,155.8,,,,,Kepler-830.xml
Kepler-831,kepler-831,0.99,0.04,0.04,0.97,0.05,0.07,,,,,,0.02,0.10,0.09,5732.0,59.7,74.5,,,,,Kepler-831.xml
Kepler-832,kepler-832,0.92,0.06,0.06,0.90,0.07,0.14,,,,,,-0.08,0.18,0.16,5596.0,133.1,181.7,,,,,Kepler-832.xml
Kepler-833,kepler-833,0.64,0.03,0.03,0.62,0.02,0.02,,,,,,-0.18,0.10,0.10,4339.0,37.4,39.3,,,,,Kepler-833.xml
Kepler-834,kepler-834,0.70,0.03,0.03,0.66,0.03,0.03,,,,,,-0.13,0.10,0.12,4554.0,45.2,50.4,,,,,Kepler-834.xml
Kepler-835,kepler-835,1.08,0.05,0.07,1.11,0.10,0.21,,,,,,0.08,0.14,0.14,5954.0,71.0,71.9,,,,,Kepler-835.xml
Kepler-836,kepler-836,1.03,0.07,0.06,1.04,0.10,0.24,,,,,,-0.01,0.18,0.14,5895.0,83.1,74.3,,,,,Kepler-836.xml
Kepler-837,kepler-837,0.85,0.06,0.05,0.81,0.07,0.07,,,,,,-0.18,0.20,0.16,5403.0,58.5,59.0,,,,,Kepler-837.xml
Kepler-838,kepler-838,0.98,0.06,0.05,0.96,0.08,0.13,,,,,,-0.06,0.19,0.15,5770.0,66.7,68.3,,,,,Kepler-838.xml
Kepler-839,kepler-839,1.22,0.05,0.06,1.31,0.12,0.21,,,,,,0.29,0.07,0.07,6058.0,78.0,87.7,,,,,Kepler-839.xml
Kepler-84,kepler-84|koi-1589|kic5301750,1.0200,0.1200,0.1200,1.169,.219,0.219,,,,,,,,,6031,43,143,,,,,Kepler-84.xml
Kepler-840,kepler-840,1.04,0.07,0.07,1.06,0.12,0.24,,,,,,0.00,0.18,0.14,5920.0,159.6,113.6,,,,,Kepler-840.xml
Kepler-841,kepler-841,0.85,0.05,0.04,0.81,0.06,0.06,,,,,,-0.09,0.19,0.17,5324.0,58.0,58.1,,,,,Kepler-841.xml
Kepler-842,kepler-842,0.78,0.04,0.04,0.73,0.04,0.03,,,,,,-0.02,0.17,0.15,4848.0,65.4,60.9,,,,,Kepler-842.xml
Kepler-843,kepler-843,1.02,0.06,0.06,1.03,0.10,0.24,,,,,,0.05,0.16,0.13,5830.0,143.2,107.0,,,,,Kepler-843.xml
Kepler-844,kepler-844,0.59,0.04,0.03,0.57,0.03,0.03,,,,,,-0.24,0.14,0.12,4128.0,47.0,46.1,,,,,Kepler-844.xml
Kepler-845,kepler-845,0.79,0.04,0.03,0.75,0.03,0.03,,,,,,0.01,0.16,0.15,4913.0,57.5,57.5,,,,,Kepler-845.xml
Kepler-846,kepler-846,0.94,0.05,0.04,0.91,0.06,0.11,,,,,,0.00,0.16,0.14,5579.0,74.3,69.5,,,,,Kepler-846.xml
Kepler-847,kepler-847,0.83,0.04,0.03,0.77,0.03,0.03,,,,,,0.15,0.16,0.15,4940.0,54.7,51.6,,,,,Kepler-847.xml
Kepler-848,kepler-848,1.01,0.04,0.04,1.20,0.17,0.18,,,,,,0.15,0.08,0.08,5695.0,79.0,70.3,,,,,Kepler-848.xml
Kepler-849,kepler-849,1.23,0.09,0.15,1.64,0.31,0.34,,,,,,0.12,0.08,0.10,6059.0,66.2,81.2,,,,,Kepler-849.xml
Kepler-85,kepler-85|koi-2038|kic8950568,0.9410,0.0650,0.0650,0.893,.130,0.130,,,,,,,,,5436,100,100,,,,,Kepler-85.xml
Kepler-850,kepler-850,1.06,0.06,0.07,1.09,0.12,0.29,,,,,,0.03,0.16,0.14,5932.0,95.5,89.3,,,,,Kepler-850.xml
Kepler-851,kepler-851,0.89,0.05,0.04,0.85,0.06,0.08,,,,,,-0.07,0.17,0.16,5455.0,80.9,87.5,,,,,Kepler-851.xml
Kepler-852,kepler-852,1.19,0.04,0.04,1.16,0.05,0.05,,,,,,0.22,0.07,0.07,6100.0,84.5,85.4,,,,,Kepler-852.xml
Kepler-853,kepler-853,1.30,0.08,0.14,1.55,0.24,0.44,,,,,,0.07,0.08,0.09,6350.0,55.2,60.5,,,,,Kepler-853.xml
Kepler-854,kepler-854,1.17,0.09,0.17,1.27,0.17,0.51,,,,,,0.04,0.15,0.13,6179.0,142.2,110.4,,,,,Kepler-854.xml
Kepler-855,kepler-855,1.03,0.07,0.07,1.03,0.10,0.21,,,,,,0.06,0.16,0.15,5835.0,156.1,99.8,,,,,Kepler-855.xml
Kepler-856,kepler-856,0.96,0.04,0.04,0.93,0.06,0.12,,,,,,0.12,0.14,0.15,5535.0,84.5,69.5,,,,,Kepler-856.xml
Kepler-857,kepler-857,0.99,0.07,0.07,0.99,0.10,0.25,,,,,,0.02,0.17,0.12,5773.0,173.8,125.5,,,,,Kepler-857.xml
Kepler-858,kepler-858,0.96,0.04,0.04,0.91,0.04,0.04,,,,,,-0.04,0.11,0.11,5653.0,61.1,74.3,,,,,Kepler-858.xml
Kepler-859,kepler-859,0.81,0.04,0.04,0.77,0.04,0.03,,,,,,-0.02,0.17,0.15,5020.0,50.7,48.7,,,,,Kepler-859.xml
Kepler-860,kepler-860,1.04,0.06,0.07,1.06,0.11,0.26,,,,,,0.09,0.14,0.15,5836.0,111.9,75.4,,,,,Kepler-860.xml
Kepler-861,kepler-861,0.82,0.04,0.04,0.78,0.04,0.04,,,,,,0.01,0.17,0.15,5047.0,72.9,65.2,,,,,Kepler-861.xml
Kepler-862,kepler-862,0.88,0.05,0.04,0.84,0.05,0.07,,,,,,0.04,0.17,0.15,5333.0,134.3,86.5,,,,,Kepler-862.xml
Kepler-863,kepler-863,0.96,0.07,0.11,0.95,0.10,0.22,,,,,,-0.03,0.19,0.14,5678.0,195.6,317.9,,,,,Kepler-863.xml
Kepler-864,kepler-864,1.00,0.05,0.05,1.00,0.09,0.26,,,,,,0.04,0.18,0.14,5754.0,63.4,66.1,,,,,Kepler-864.xml
Kepler-865,kepler-865,0.93,0.07,0.09,0.92,0.09,0.18,,,,,,-0.01,0.18,0.14,5570.0,209.0,287.7,,,,,Kepler-865.xml
Kepler-866,kepler-866,0.75,0.05,0.04,0.71,0.04,0.03,,,,,,-0.07,0.17,0.16,4751.0,70.3,64.2,,,,,Kepler-866.xml
Kepler-867,kepler-867,0.92,0.04,0.04,0.91,0.04,0.06,,,,,,-0.02,0.11,0.10,5541.0,68.6,61.7,,,,,Kepler-867.xml
Kepler-868,kepler-868,0.93,0.06,0.05,0.89,0.06,0.09,,,,,,-0.08,0.19,0.15,5614.0,68.8,75.1,,,,,Kepler-868.xml
Kepler-869,kepler-869,0.97,0.05,0.05,0.95,0.07,0.22,,,,,,0.02,0.16,0.13,5664.0,95.3,72.3,,,,,Kepler-869.xml
Kepler-87,kepler-87|koi-1574|kic10028792,1.10,0.05,0.05,1.82,0.04,0.04,7.5,0.5,0.5,,,-0.17,0.03,0.03,5600,50,50,,,,,Kepler-87.xml
Kepler-870,kepler-870,1.01,0.06,0.07,1.02,0.10,0.18,,,,,,-0.01,0.17,0.14,5857.0,151.0,139.2,,,,,Kepler-870.xml
Kepler-871,kepler-871,1.11,0.07,0.09,1.14,0.13,0.31,,,,,,0.09,0.15,0.15,5993.0,146.5,107.0,,,,,Kepler-871.xml
Kepler-872,kepler-872,1.05,0.08,0.06,1.08,0.13,0.27,,,,,,0.04,0.16,0.13,5902.0,185.0,123.6,,,,,Kepler-872.xml
Kepler-873,kepler-873,1.18,0.09,0.17,1.27,0.18,0.53,,,,,,0.07,0.14,0.14,6163.0,135.9,97.1,,,,,Kepler-873.xml
Kepler-874,kepler-874,1.09,0.09,0.12,1.13,0.15,0.31,,,,,,0.03,0.17,0.14,6020.0,210.6,155.9,,,,,Kepler-874.xml
Kepler-875,kepler-875,1.06,0.09,0.13,1.11,0.16,0.30,,,,,,0.03,0.16,0.13,5958.0,255.8,259.1,,,,,Kepler-875.xml
Kepler-876,kepler-876,0.81,0.04,0.04,0.77,0.04,0.03,,,,,,-0.03,0.17,0.14,5060.0,63.8,63.1,,,,,Kepler-876.xml
Kepler-877,kepler-877,0.85,0.05,0.04,0.81,0.05,0.05,,,,,,-0.06,0.17,0.16,5261.0,67.0,66.4,,,,,Kepler-877.xml
Kepler-878,kepler-878,0.81,0.04,0.04,0.77,0.04,0.04,,,,,,-0.03,0.17,0.15,5044.0,47.7,49.5,,,,,Kepler-878.xml
Kepler-879,kepler-879,1.02,0.06,0.06,1.02,0.10,0.22,,,,,,0.05,0.15,0.15,5792.0,120.2,96.0,,,,,Kepler-879.xml
Kepler-880,kepler-880,1.46,0.13,0.23,1.74,0.29,0.69,,,,,,0.03,0.18,0.12,6761.0,97.7,98.9,,,,,Kepler-880.xml
Kepler-881,kepler-881,1.06,0.07,0.08,1.09,0.11,0.26,,,,,,0.00,0.18,0.15,5961.0,115.9,102.6,,,,,Kepler-881.xml
Kepler-882,kepler-882,0.90,0.05,0.05,0.87,0.06,0.10,,,,,,-0.03,0.17,0.14,5476.0,156.5,141.6,,,,,Kepler-882.xml
Kepler-883,kepler-883,1.06,0.05,0.05,1.09,0.08,0.10,,,,,,-0.13,0.11,0.10,6116.0,61.2,64.7,,,,,Kepler-883.xml
Kepler-884,kepler-884,1.00,0.03,0.03,0.94,0.03,0.03,,,,,,0.05,0.09,0.09,5715.0,52.6,62.9,,,,,Kepler-884.xml
Kepler-885,kepler-885,1.21,0.05,0.07,1.35,0.14,0.21,,,,,,0.11,0.08,0.08,6187.0,58.4,71.2,,,,,Kepler-885.xml
Kepler-886,kepler-886,1.10,0.08,0.10,1.16,0.14,0.32,,,,,,-0.01,0.19,0.13,6098.0,117.8,97.1,,,,,Kepler-886.xml
Kepler-887,kepler-887,1.19,0.04,0.05,1.29,0.12,0.19,,,,,,0.08,0.08,0.08,6194.0,49.7,62.1,,,,,Kepler-887.xml
Kepler-888,kepler-888,0.97,0.03,0.03,0.90,0.03,0.03,,,,,,-0.21,0.10,0.10,5875.0,56.7,66.4,,,,,Kepler-888.xml
Kepler-889,kepler-889,1.14,0.05,0.07,1.25,0.14,0.22,,,,,,0.19,0.08,0.08,5961.0,60.0,75.2,,,,,Kepler-889.xml
Kepler-89,kepler-89|koi-94|kic6462863,1.28,0.05,0.05,1.52,0.14,0.14,3.16,,,,,0.02,,,6182,58,58,f,,,,Kepler-89.xml
Kepler-890,kepler-890,1.09,0.07,0.10,1.13,0.14,0.36,,,,,,0.09,0.17,0.15,5954.0,101.3,84.7,,,,,Kepler-890.xml
Kepler-891,kepler-891,1.06,0.06,0.08,1.07,0.10,0.24,,,,,,0.09,0.15,0.14,5887.0,117.4,115.8,,,,,Kepler-891.xml
Kepler-892,kepler-892,0.75,0.04,0.03,0.72,0.04,0.02,,,,,,-0.04,0.16,0.14,4747.0,45.6,47.3,,,,,Kepler-892.xml
Kepler-893,kepler-893,1.00,0.06,0.05,0.99,0.08,0.16,,,,,,-0.03,0.18,0.13,5820.0,75.6,98.8,,,,,Kepler-893.xml
Kepler-894,kepler-894,0.87,0.07,0.06,0.85,0.08,0.09,,,,,,-0.25,0.20,0.18,5603.0,60.7,83.9,,,,,Kepler-894.xml
Kepler-895,kepler-895,0.65,0.03,0.03,0.61,0.02,0.02,,,,,,-0.16,0.11,0.10,4315.0,38.6,42.1,,,,,Kepler-895.xml
Kepler-896,kepler-896,0.84,0.05,0.04,0.81,0.06,0.05,,,,,,-0.10,0.17,0.15,5262.0,52.2,56.7,,,,,Kepler-896.xml
Kepler-897,kepler-897,1.03,0.07,0.06,1.04,0.11,0.29,,,,,,0.04,0.16,0.14,5839.0,144.0,103.5,,,,,Kepler-897.xml
Kepler-898,kepler-898,0.65,0.03,0.03,0.62,0.02,0.02,,,,,,-0.06,0.08,0.12,4223.0,38.0,42.7,,,,,Kepler-898.xml
Kepler-899,kepler-899,0.93,0.07,0.08,0.91,0.09,0.15,,,,,,-0.06,0.18,0.16,5595.0,192.1,270.6,,,,,Kepler-899.xml
Kepler-9,kepler-9|koi-377|kic3323887,1.07,0.05,0.05,1.02,0.05,0.05,,,,,,0.12,0.04,0.04,5777,61,61,g2,13.9,,,Kepler-9.xml
Kepler-90,kepler-90|koi-351|kic11442793|2mass18574403+4918185,1.20,0.10,0.10,1.20,0.10,0.10,0.5300,0.8800,0.8800,,,-0.12,0.18,0.18,6080,170,260,,,,,Kepler-90.xml
Kepler-900,kepler-900,0.78,0.04,0.03,0.73,0.03,0.03,,,,,,-0.01,0.17,0.15,4836.0,70.0,83.8,,,,,Kepler-900.xml
Kepler-901,kepler-901,0.59,0.04,0.04,0.57,0.02,0.03,,,,,,-0.30,0.14,0.14,4184.0,49.2,52.6,,,,,Kepler-901.xml
Kepler-902,kepler-902,0.95,0.05,0.04,0.93,0.06,0.12,,,,,,0.00,0.17,0.14,5647.0,89.0,73.3,,,,,Kepler-902.xml
Kepler-903,kepler-903,0.98,0.05,0.05,0.97,0.08,0.17,,,,,,0.05,0.16,0.14,5682.0,110.7,77.9,,,,,Kepler-903.xml
Kepler-904,kepler-904,1.16,0.09,0.14,1.25,0.16,0.42,,,,,,0.05,0.14,0.13,6160.0,149.1,119.7,,,,,Kepler-904.xml
Kepler-905,kepler-905,0.95,0.03,0.02,0.86,0.02,0.02,,,,,,0.09,0.09,0.09,5461.0,55.1,58.6,,,,,Kepler-905.xml
Kepler-906,kepler-906,1.06,0.04,0.04,1.02,0.04,0.04,,,,,,-0.09,0.10,0.10,6035.0,62.4,72.6,,,,,Kepler-906.xml
Kepler-907,kepler-907,1.08,0.06,0.07,1.38,0.05,0.06,,,,,,-0.15,0.10,0.12,6106.0,82.3,84.3,,,,,Kepler-907.xml
Kepler-908,kepler-908,1.11,0.04,0.04,1.12,0.07,0.08,,,,,,0.15,0.06,0.06,5973.0,95.8,89.4,,,,,Kepler-908.xml
Kepler-909,kepler-909,1.17,0.04,0.04,1.23,0.08,0.13,,,,,,0.08,0.07,0.08,6154.0,57.7,62.0,,,,,Kepler-909.xml
Kepler-91,kepler-91|kic8219268|koi-2133,1.31,0.10,0.10,6.30,0.16,0.16,,,,,,0.11,0.07,0.07,4550,75,75,,,,,Kepler-91.xml
Kepler-910,kepler-910,1.26,0.03,0.03,1.50,0.03,0.03,,,,,,0.12,0.08,0.08,6230.0,71.7,78.4,,,,,Kepler-910.xml
Kepler-911,kepler-911,1.34,0.09,0.05,1.99,0.07,0.06,,,,,,0.03,0.03,0.06,6112.0,62.2,58.0,,,,,Kepler-911.xml
Kepler-912,kepler-912,1.07,0.10,0.15,1.11,0.17,0.33,,,,,,0.02,0.17,0.13,5998.0,268.3,277.9,,,,,Kepler-912.xml
Kepler-913,kepler-913,0.63,0.01,0.01,0.61,0.01,0.01,,,,,,-0.52,0.06,0.03,4687.0,30.7,34.1,,,,,Kepler-913.xml
Kepler-914,kepler-914,1.10,0.04,0.05,1.15,0.09,0.13,,,,,,0.22,0.08,0.08,5877.0,65.0,74.2,,,,,Kepler-914.xml
Kepler-915,kepler-915,1.21,0.05,0.09,1.38,0.17,0.30,,,,,,0.08,0.07,0.08,6173.0,51.9,70.3,,,,,Kepler-915.xml
Kepler-916,kepler-916,0.85,0.05,0.04,0.81,0.04,0.05,,,,,,-0.05,0.17,0.14,5248.0,91.4,98.8,,,,,Kepler-916.xml
Kepler-917,kepler-917,0.80,0.05,0.07,0.76,0.06,0.09,,,,,,-0.38,0.19,0.21,5418.0,70.7,120.3,,,,,Kepler-917.xml
Kepler-918,kepler-918,1.11,0.07,0.10,1.14,0.12,0.26,,,,,,0.06,0.13,0.14,6028.0,163.8,134.4,,,,,Kepler-918.xml
Kepler-919,kepler-919,1.15,0.09,0.15,1.21,0.15,0.47,,,,,,0.07,0.13,0.14,6113.0,172.0,132.9,,,,,Kepler-919.xml
Kepler-920,kepler-920,0.89,0.05,0.04,0.85,0.05,0.07,,,,,,0.00,0.19,0.15,5403.0,59.4,62.2,,,,,Kepler-920.xml
Kepler-921,kepler-921,0.93,0.06,0.05,0.91,0.07,0.10,,,,,,-0.12,0.20,0.16,5663.0,62.0,70.0,,,,,Kepler-921.xml
Kepler-922,kepler-922,0.95,0.05,0.05,0.93,0.07,0.11,,,,,,-0.05,0.18,0.15,5671.0,65.4,64.1,,,,,Kepler-922.xml
Kepler-923,kepler-923,1.11,0.04,0.07,1.26,0.17,0.26,,,,,,0.07,0.08,0.09,5988.0,64.6,82.2,,,,,Kepler-923.xml
Kepler-924,kepler-924,1.14,0.09,0.15,1.23,0.18,0.45,,,,,,0.01,0.18,0.12,6167.0,161.3,124.0,,,,,Kepler-924.xml
Kepler-925,kepler-925,0.77,0.04,0.03,0.72,0.03,0.03,,,,,,0.12,0.19,0.14,4673.0,104.9,62.2,,,,,Kepler-925.xml
Kepler-926,kepler-926,1.01,0.06,0.06,1.01,0.10,0.25,,,,,,0.03,0.17,0.13,5806.0,125.7,100.4,,,,,Kepler-926.xml
Kepler-927,kepler-927,0.99,0.05,0.05,0.99,0.08,0.23,,,,,,0.03,0.16,0.13,5743.0,106.0,85.7,,,,,Kepler-927.xml
Kepler-928,kepler-928,0.73,0.05,0.04,0.70,0.04,0.03,,,,,,-0.11,0.17,0.17,4700.0,58.0,57.5,,,,,Kepler-928.xml
Kepler-929,kepler-929,1.01,0.09,0.12,1.02,0.14,0.24,,,,,,-0.04,0.18,0.14,5869.0,266.5,290.4,,,,,Kepler-929.xml
Kepler-93,kepler-93|koi-69|kic3544595,0.911,0.033,0.033,0.919,0.011,0.011,6.6,0.9,0.9,,,-0.18,0.10,0.10,5669,75,75,,10.00,0.03,0.03,Kepler-93.xml
Kepler-930,kepler-930,1.25,0.16,0.22,1.40,0.27,0.60,,,,,,0.04,0.16,0.13,6335.0,258.9,273.3,,,,,Kepler-930.xml
Kepler-931,kepler-931,0.86,0.05,0.06,0.81,0.05,0.08,,,,,,-0.01,0.15,0.15,5241.0,198.9,223.6,,,,,Kepler-931.xml
Kepler-932,kepler-932,0.87,0.05,0.06,0.84,0.05,0.07,,,,,,-0.01,0.16,0.14,5331.0,166.7,194.8,,,,,Kepler-932.xml
Kepler-933,kepler-933,0.87,0.05,0.04,0.84,0.05,0.07,,,,,,-0.02,0.17,0.15,5346.0,87.1,65.9,,,,,Kepler-933.xml
Kepler-934,kepler-934,0.81,0.04,0.04,0.77,0.03,0.04,,,,,,0.01,0.16,0.15,5001.0,76.0,68.2,,,,,Kepler-934.xml
Kepler-935,kepler-935,0.78,0.04,0.04,0.73,0.04,0.03,,,,,,-0.01,0.17,0.16,4830.0,87.2,74.6,,,,,Kepler-935.xml
Kepler-936,kepler-936,0.92,0.05,0.04,0.89,0.06,0.11,,,,,,0.05,0.16,0.14,5482.0,127.6,99.3,,,,,Kepler-936.xml
Kepler-937,kepler-937,1.15,0.08,0.12,1.22,0.15,0.42,,,,,,0.08,0.14,0.14,6095.0,127.3,81.7,,,,,Kepler-937.xml
Kepler-938,kepler-938,0.92,0.05,0.05,0.89,0.06,0.10,,,,,,-0.03,0.18,0.15,5533.0,107.5,95.4,,,,,Kepler-938.xml
Kepler-939,kepler-939,0.88,0.06,0.06,0.85,0.07,0.09,,,,,,-0.12,0.20,0.17,5471.0,105.8,149.7,,,,,Kepler-939.xml
Kepler-94,kepler-94|koi-104|kic10318874,0.81,0.06,0.06,0.76,0.03,0.03,1.41,,,,,0.34,0.07,0.07,4781,98,98,,,,,Kepler-94.xml
Kepler-940,kepler-940,0.97,0.07,0.07,0.96,0.08,0.12,,,,,,-0.08,0.20,0.15,5769.0,95.4,169.7,,,,,Kepler-940.xml
Kepler-941,kepler-941,0.89,0.07,0.06,0.86,0.08,0.10,,,,,,-0.15,0.22,0.18,5539.0,104.0,154.0,,,,,Kepler-941.xml
